store_name,city_name,state_id,lat,lng
Dollar General,Abbeville,AL,31.563,-85.252
Dollar General,Alabaster,AL,33.239,-86.818
Dollar General,Alabaster,AL,33.214,-86.825
Dollar General,Alexander City,AL,32.936,-85.972
Dollar General,Alexander City,AL,32.955,-85.946
Dollar General,Alexander City,AL,32.862,-85.961
Dollar General,Alexander City,AL,32.931,-85.948
Dollar General,Alexander City,AL,32.964,-85.914
Dollar General,Adger,AL,33.45,-87.147
Dollar General,Alexandria,AL,33.766,-85.893
Dollar General,Alexandria,AL,33.782,-85.903
Dollar General,Aliceville,AL,33.127,-88.145
Dollar General,Aliceville,AL,33.129,-88.159
Dollar General,Adamsville,AL,33.598,-86.976
Dollar General,Addison,AL,34.197,-87.162
Dollar General,Albertville,AL,34.301,-86.145
Dollar General,Albertville,AL,34.267,-86.206
Dollar General,Albertville,AL,34.263,-86.187
Dollar General,Albertville,AL,34.242,-86.279
Dollar General,Albertville,AL,34.285,-86.231
Dollar General,Albertville,AL,34.36,-86.234
Dollar General,Albertville,AL,34.258,-86.219
Dollar General,Albertville,AL,34.279,-86.199
Dollar General,Akron,AL,32.871,-87.721
Dollar General,Alpine,AL,33.327,-86.197
Dollar General,Anderson,AL,34.922,-87.271
Dollar General,Arley,AL,34.07,-87.218
Dollar General,Ariton,AL,31.6,-85.713
Dollar General,Arab,AL,34.333,-86.482
Dollar General,Arab,AL,34.388,-86.515
Dollar General,Arab,AL,34.278,-86.495
Dollar General,Arab,AL,34.315,-86.504
Dollar General,Altoona,AL,34.067,-86.299
Dollar General,Altoona,AL,34.083,-86.418
Dollar General,Andalusia,AL,31.308,-86.486
Dollar General,Andalusia,AL,31.399,-86.48
Dollar General,Andalusia,AL,31.293,-86.503
Dollar General,Andalusia,AL,31.32,-86.462
Dollar General,Andalusia,AL,31.315,-86.496
Dollar General,Andalusia,AL,31.293,-86.497
Dollar General,Ardmore,AL,34.987,-86.847
Dollar General,Anniston,AL,33.65,-85.728
Dollar General,Anniston,AL,33.654,-85.9
Dollar General,Anniston,AL,33.746,-85.689
Dollar General,Anniston,AL,33.639,-85.826
Dollar General,Anniston,AL,33.686,-85.829
Dollar General,Anniston,AL,33.717,-85.86
Dollar General,Anniston,AL,33.627,-85.785
Dollar General,Anniston,AL,33.647,-85.861
Dollar General,Ashford,AL,31.204,-85.277
Dollar General,Ashville,AL,33.781,-86.278
Dollar General,Ashville,AL,33.847,-86.274
Dollar General,Ashville,AL,33.818,-86.265
Dollar General,Ashland,AL,33.193,-85.919
Dollar General,Ashland,AL,33.274,-85.846
Dollar General,Atmore,AL,31.023,-87.508
Dollar General,Atmore,AL,31.026,-87.418
Dollar General,Atmore,AL,31.006,-87.494
Dollar General,Atmore,AL,31.087,-87.54
Dollar General,Atmore,AL,31.023,-87.486
Dollar General,Autaugaville,AL,32.431,-86.655
Dollar General,Athens,AL,34.776,-86.922
Dollar General,Athens,AL,34.77,-86.878
Dollar General,Athens,AL,34.904,-86.821
Dollar General,Athens,AL,34.835,-86.833
Dollar General,Athens,AL,34.834,-87.019
Dollar General,Athens,AL,34.815,-86.972
Dollar General,Athens,AL,34.79,-87.012
Dollar General,Athens,AL,34.803,-86.833
Dollar General,Athens,AL,34.797,-86.973
Dollar General,Athens,AL,34.793,-87.101
Dollar General,Athens,AL,34.792,-87.062
Dollar General,Athens,AL,34.743,-87.031
Dollar General,Athens,AL,34.786,-86.954
Dollar General,Athens,AL,34.824,-86.905
Dollar General,Athens,AL,34.85,-86.973
Dollar General,Athens,AL,34.802,-87.182
Dollar General,Athens,AL,34.807,-86.95
Dollar General,Athens,AL,34.917,-86.874
Dollar General,Attalla,AL,34.02,-86.092
Dollar General,Attalla,AL,34.078,-86.028
Dollar General,Attalla,AL,34.05,-86.181
Dollar General,Attalla,AL,33.998,-86.1
Dollar General,Attalla,AL,34.102,-86.114
Dollar General,Bay Minette,AL,30.833,-87.862
Dollar General,Bay Minette,AL,30.78,-87.878
Dollar General,Bay Minette,AL,30.839,-87.774
Dollar General,Bay Minette,AL,30.908,-87.786
Dollar General,Bay Minette,AL,30.89,-87.763
Dollar General,Bay Minette,AL,30.881,-87.758
Dollar General,Bayou La Batre,AL,30.42,-88.244
Dollar General,Auburn,AL,32.581,-85.52
Dollar General,Auburn,AL,32.6,-85.581
Dollar General,Auburn,AL,32.579,-85.489
Dollar General,Auburn,AL,32.538,-85.518
Dollar General,Auburn,AL,32.62,-85.458
Dollar General,Auburn,AL,32.665,-85.497
Dollar General,Baileyton,AL,34.279,-86.597
Dollar General,Belk,AL,33.645,-87.934
Dollar General,Billingsley,AL,32.629,-86.739
Dollar General,Beatrice,AL,31.733,-87.21
Dollar General,Bessemer,AL,33.4,-86.964
Dollar General,Bessemer,AL,33.48,-87.063
Dollar General,Bessemer,AL,33.463,-87.025
Dollar General,Bessemer,AL,33.419,-86.981
Dollar General,Bessemer,AL,33.42,-86.95
Dollar General,Bessemer,AL,33.353,-86.995
Dollar General,Bessemer,AL,33.337,-86.916
Dollar General,Bessemer,AL,33.406,-86.878
Dollar General,Bessemer,AL,33.546,-87.126
Dollar General,Bessemer,AL,33.409,-86.936
Dollar General,Bessemer,AL,33.386,-86.981
Dollar General,Bessemer,AL,33.369,-86.964
Dollar General,Bear Creek,AL,34.278,-87.699
Dollar General,Berry,AL,33.66,-87.604
Dollar General,Berry,AL,33.562,-87.658
Dollar General,Boaz,AL,34.18,-86.144
Dollar General,Boaz,AL,34.199,-86.159
Dollar General,Boaz,AL,34.172,-86.076
Dollar General,Blountsville,AL,34.163,-86.475
Dollar General,Blountsville,AL,34.1,-86.574
Dollar General,Birmingham,AL,33.505,-86.851
Dollar General,Birmingham,AL,33.629,-86.907
Dollar General,Birmingham,AL,33.633,-86.785
Dollar General,Birmingham,AL,33.633,-86.727
Dollar General,Birmingham,AL,33.579,-86.921
Dollar General,Birmingham,AL,33.499,-86.877
Dollar General,Birmingham,AL,33.51,-86.894
Dollar General,Birmingham,AL,33.528,-86.763
Dollar General,Birmingham,AL,33.653,-86.649
Dollar General,Birmingham,AL,33.559,-86.73
Dollar General,Birmingham,AL,33.451,-86.901
Dollar General,Birmingham,AL,33.555,-86.819
Dollar General,Birmingham,AL,33.567,-86.898
Dollar General,Birmingham,AL,33.48,-86.844
Dollar General,Birmingham,AL,33.581,-86.777
Dollar General,Birmingham,AL,33.648,-86.685
Dollar General,Birmingham,AL,33.585,-86.704
Dollar General,Birmingham,AL,33.53,-86.941
Dollar General,Birmingham,AL,33.438,-86.868
Dollar General,Brantley,AL,31.581,-86.257
Dollar General,Bremen,AL,33.952,-87.033
Dollar General,Brewton,AL,31.09,-87.092
Dollar General,Brewton,AL,31.134,-87.069
Dollar General,Brookwood,AL,33.262,-87.315
Dollar General,Brent,AL,32.922,-87.187
Dollar General,Brundidge,AL,31.721,-85.721
Dollar General,Brundidge,AL,31.689,-85.769
Dollar General,Butler,AL,32.09,-88.22
Dollar General,Bridgeport,AL,34.956,-85.726
Dollar General,Brilliant,AL,34.028,-87.765
Dollar General,Calera,AL,33.103,-86.749
Dollar General,Calera,AL,33.11,-86.753
Dollar General,Bryant,AL,34.859,-85.612
Dollar General,Camden,AL,31.992,-87.329
Dollar General,Camden,AL,31.997,-87.279
Dollar General,Centreville,AL,32.945,-87.144
Dollar General,Carrollton,AL,33.261,-88.093
Dollar General,Castleberry,AL,31.296,-87.022
Dollar General,Cedar Bluff,AL,34.218,-85.602
Dollar General,Cedar Bluff,AL,34.236,-85.533
Dollar General,Carbon Hill,AL,33.879,-87.504
Dollar General,Carbon Hill,AL,33.902,-87.514
Dollar General,Centre,AL,34.106,-85.552
Dollar General,Centre,AL,34.153,-85.677
Dollar General,Centre,AL,34.135,-85.668
Dollar General,Centre,AL,34.16,-85.712
Dollar General,Camp Hill,AL,32.822,-85.63
Dollar General,Chancellor,AL,31.182,-85.877
Dollar General,Chatom,AL,31.462,-88.255
Dollar General,Chickasaw,AL,30.766,-88.075
Dollar General,Cherokee,AL,34.752,-87.967
Dollar General,Citronelle,AL,31.056,-88.234
Dollar General,Citronelle,AL,31.101,-88.239
Dollar General,Cherokee Ridge,AL,34.428,-86.54
Dollar General,Chunchula,AL,30.919,-88.2
Dollar General,Chunchula,AL,30.979,-88.125
Dollar General,Clanton,AL,32.854,-86.637
Dollar General,Clanton,AL,32.845,-86.588
Dollar General,Clanton,AL,32.842,-86.627
Dollar General,Clanton,AL,32.837,-86.655
Dollar General,Clanton,AL,32.811,-86.6
Dollar General,Childersburg,AL,33.283,-86.362
Dollar General,Clay,AL,33.7,-86.606
Dollar General,Chelsea,AL,33.315,-86.658
Dollar General,Clayton,AL,31.878,-85.447
Dollar General,Coker,AL,33.251,-87.685
Dollar General,Clio,AL,31.713,-85.609
Dollar General,Coden,AL,30.362,-88.116
Dollar General,Coden,AL,30.384,-88.239
Dollar General,Clinton,AL,32.843,-86.638
Dollar General,Columbia,AL,31.293,-85.115
Dollar General,Coaling,AL,33.169,-87.343
Dollar General,Collinsville,AL,34.256,-85.867
Dollar General,Cleveland,AL,33.986,-86.587
Dollar General,Coffeeville,AL,31.756,-88.086
Dollar General,Columbiana,AL,33.18,-86.618
Dollar General,Crane Hill,AL,34.096,-87.058
Dollar General,Crossville,AL,34.269,-86.068
Dollar General,Crossville,AL,34.288,-85.99
Dollar General,Courtland,AL,34.672,-87.308
Dollar General,Cordova,AL,33.757,-87.172
Dollar General,Cowarts,AL,31.194,-85.325
Dollar General,Cropwell,AL,33.496,-86.325
Dollar General,Cropwell,AL,33.553,-86.276
Dollar General,Cottonwood,AL,31.048,-85.303
Dollar General,Cottonwood,AL,31.035,-85.405
Dollar General,Cottonwood,AL,31.066,-85.306
Dollar General,Creola,AL,30.896,-88.039
Dollar General,Cottondale,AL,33.235,-87.425
Dollar General,Cuba,AL,32.439,-88.367
Dollar General,Daleville,AL,31.307,-85.718
Dollar General,Daleville,AL,31.302,-85.729
Dollar General,Daleville,AL,31.237,-85.708
Dollar General,Danville,AL,34.415,-87.091
Dollar General,Danville,AL,34.474,-87.155
Dollar General,Deatsville,AL,32.583,-86.465
Dollar General,Deatsville,AL,32.554,-86.393
Dollar General,Daphne,AL,30.642,-87.866
Dollar General,Daphne,AL,30.631,-87.912
Dollar General,Daphne,AL,30.607,-87.851
Dollar General,Daphne,AL,30.677,-87.824
Dollar General,Cullman,AL,34.205,-86.827
Dollar General,Cullman,AL,34.172,-86.852
Dollar General,Cullman,AL,34.161,-86.838
Dollar General,Cullman,AL,34.182,-86.816
Dollar General,Cullman,AL,34.195,-86.983
Dollar General,Cullman,AL,34.185,-86.85
Dollar General,Cullman,AL,34.178,-86.742
Dollar General,Cullman,AL,34.119,-86.675
Dollar General,Cullman,AL,33.994,-86.97
Dollar General,Cullman,AL,34.17,-86.881
Dollar General,Cullman,AL,34.247,-86.683
Dollar General,Cullman,AL,34.095,-86.943
Dollar General,Cullman,AL,34.176,-86.844
Dollar General,Cullman,AL,34.107,-86.872
Dollar General,Cullman,AL,34.21,-87.054
Dollar General,Cullman,AL,34.133,-86.818
Dollar General,Cusseta,AL,32.72,-85.248
Dollar General,Dadeville,AL,32.709,-85.788
Dollar General,Dadeville,AL,32.769,-85.788
Dollar General,Dadeville,AL,32.837,-85.763
Dollar General,Decatur,AL,34.589,-87.031
Dollar General,Decatur,AL,34.574,-87.009
Dollar General,Decatur,AL,34.562,-87.071
Dollar General,Decatur,AL,34.562,-87.004
Dollar General,Decatur,AL,34.605,-87.011
Dollar General,Decatur,AL,34.523,-86.971
Dollar General,Decatur,AL,34.584,-86.98
Dollar General,Decatur,AL,34.594,-86.959
Dollar General,Demopolis,AL,32.522,-87.837
Dollar General,Demopolis,AL,32.5,-87.844
Dollar General,Detroit,AL,34.029,-88.168
Dollar General,Dixons Mills,AL,32.054,-87.79
Dollar General,Dora,AL,33.815,-86.808
Dollar General,Dora,AL,33.754,-87.063
Dollar General,Dora,AL,33.719,-86.992
Dollar General,Dora,AL,33.73,-87.089
Dollar General,Duncanville,AL,33.088,-87.456
Dollar General,Dutton,AL,34.609,-85.918
Dollar General,East Brewton,AL,31.1,-87.067
Dollar General,Double Springs,AL,34.159,-87.413
Dollar General,Eastaboga,AL,33.604,-86.022
Dollar General,Dothan,AL,31.217,-85.43
Dollar General,Dothan,AL,31.238,-85.525
Dollar General,Dothan,AL,31.227,-85.406
Dollar General,Dothan,AL,31.193,-85.376
Dollar General,Dothan,AL,31.196,-85.4
Dollar General,Dothan,AL,31.284,-85.369
Dollar General,Dothan,AL,31.233,-85.383
Dollar General,Dothan,AL,31.237,-85.398
Dollar General,Dothan,AL,31.124,-85.33
Dollar General,Dothan,AL,31.266,-85.419
Dollar General,Dothan,AL,31.243,-85.419
Dollar General,Dothan,AL,31.256,-85.389
Dollar General,Dothan,AL,31.2,-85.435
Dollar General,Dothan,AL,31.209,-85.401
Dollar General,Dothan,AL,31.105,-85.409
Dollar General,Dothan,AL,31.218,-85.364
Dollar General,Dothan,AL,31.211,-85.486
Dollar General,Dothan,AL,31.17,-85.402
Dollar General,Echola,AL,33.295,-87.779
Dollar General,Eclectic,AL,32.714,-85.974
Dollar General,Eclectic,AL,32.655,-86.049
Dollar General,Eight Mile,AL,30.761,-88.175
Dollar General,Eight Mile,AL,30.765,-88.13
Dollar General,Eight Mile,AL,30.82,-88.258
Dollar General,Eight Mile,AL,30.816,-88.159
Dollar General,Elba,AL,31.424,-86.084
Dollar General,Elba,AL,31.304,-86.036
Dollar General,Elba,AL,31.424,-86.069
Dollar General,Elkmont,AL,34.863,-87.051
Dollar General,Elkmont,AL,34.931,-87.122
Dollar General,Elkmont,AL,34.929,-86.991
Dollar General,Eldridge,AL,33.924,-87.624
Dollar General,Elmore,AL,32.531,-86.335
Dollar General,Eufaula,AL,31.917,-85.147
Dollar General,Eufaula,AL,31.798,-85.166
Dollar General,Eufaula,AL,31.873,-85.154
Dollar General,Elberta,AL,30.417,-87.595
Dollar General,Elberta,AL,30.37,-87.602
Dollar General,Elberta,AL,30.414,-87.602
Dollar General,Eutaw,AL,32.84,-87.885
Dollar General,Eutaw,AL,32.829,-87.882
Dollar General,Enterprise,AL,31.315,-85.929
Dollar General,Enterprise,AL,31.336,-85.852
Dollar General,Enterprise,AL,31.321,-85.859
Dollar General,Enterprise,AL,31.37,-85.826
Dollar General,Enterprise,AL,31.325,-85.828
Dollar General,Enterprise,AL,31.309,-85.842
Dollar General,Enterprise,AL,31.312,-85.765
Dollar General,Enterprise,AL,31.297,-85.792
Dollar General,Enterprise,AL,31.337,-85.786
Dollar General,Enterprise,AL,31.293,-85.848
Dollar General,Eva,AL,34.332,-86.761
Dollar General,Evergreen,AL,31.429,-86.962
Dollar General,Evergreen,AL,31.454,-86.962
Dollar General,Excel,AL,31.428,-87.342
Dollar General,Flomaton,AL,31.046,-87.175
Dollar General,Flomaton,AL,31.007,-87.265
Dollar General,Fairhope,AL,30.472,-87.856
Dollar General,Fairhope,AL,30.422,-87.882
Dollar General,Fairhope,AL,30.52,-87.887
Dollar General,Fairhope,AL,30.502,-87.878
Dollar General,Five Points,AL,33.02,-85.35
Dollar General,Falkville,AL,34.369,-86.907
Dollar General,Flat Rock,AL,34.77,-85.698
Dollar General,Florala,AL,31.003,-86.325
Dollar General,Florence,AL,34.817,-87.663
Dollar General,Florence,AL,34.851,-87.691
Dollar General,Florence,AL,34.897,-87.672
Dollar General,Florence,AL,34.872,-87.693
Dollar General,Florence,AL,34.845,-87.58
Dollar General,Florence,AL,34.897,-87.81
Dollar General,Florence,AL,34.821,-87.683
Dollar General,Florence,AL,34.938,-87.77
Dollar General,Florence,AL,34.816,-87.641
Dollar General,Florence,AL,34.957,-87.668
Dollar General,Florence,AL,34.874,-87.623
Dollar General,Florence,AL,34.814,-87.722
Dollar General,Florence,AL,34.844,-87.666
Dollar General,Florence,AL,34.858,-87.761
Dollar General,Fayette,AL,33.684,-87.827
Dollar General,Fayette,AL,33.703,-87.826
Dollar General,Foley,AL,30.407,-87.718
Dollar General,Foley,AL,30.355,-87.718
Dollar General,Foley,AL,30.419,-87.683
Dollar General,Foley,AL,30.388,-87.684
Dollar General,Foley,AL,30.407,-87.649
Dollar General,Foley,AL,30.455,-87.689
Dollar General,Foley,AL,30.355,-87.768
Dollar General,Foley,AL,30.372,-87.683
Dollar General,Foley,AL,30.333,-87.682
Dollar General,Forkland,AL,32.654,-87.884
Dollar General,Fruithurst,AL,33.73,-85.44
Dollar General,Fruitdale,AL,31.343,-88.413
Dollar General,Fort Mitchell,AL,32.357,-85.031
Dollar General,Fort Mitchell,AL,32.282,-85.005
Dollar General,Frisco City,AL,31.438,-87.396
Dollar General,Frisco City,AL,31.5,-87.403
Dollar General,Fulton,AL,31.79,-87.735
Dollar General,Fort Deposit,AL,31.986,-86.582
Dollar General,Fosters,AL,33.094,-87.688
Dollar General,Fosters,AL,33.05,-87.749
Dollar General,Fort Payne,AL,34.44,-85.723
Dollar General,Fort Payne,AL,34.354,-85.736
Dollar General,Fort Payne,AL,34.482,-85.713
Dollar General,Fort Payne,AL,34.451,-85.689
Dollar General,Fort Payne,AL,34.432,-85.734
Dollar General,Fort Payne,AL,34.424,-85.737
Dollar General,Fultondale,AL,33.613,-86.796
Dollar General,Fyffe,AL,34.444,-85.908
Dollar General,Fyffe,AL,34.542,-85.911
Dollar General,Gainesville,AL,32.822,-88.16
Dollar General,Gaylesville,AL,34.328,-85.572
Dollar General,Garden City,AL,34.014,-86.749
Dollar General,Georgiana,AL,31.641,-86.73
Dollar General,Geneva,AL,31.049,-85.901
Dollar General,Geneva,AL,31.049,-85.859
Dollar General,Gainestown,AL,31.49,-87.751
Dollar General,Gadsden,AL,33.974,-85.951
Dollar General,Gadsden,AL,34.036,-86.023
Dollar General,Gadsden,AL,34.02,-86.019
Dollar General,Gadsden,AL,34.026,-86.025
Dollar General,Gadsden,AL,33.998,-85.968
Dollar General,Gadsden,AL,34.023,-86.043
Dollar General,Gadsden,AL,34.09,-85.896
Dollar General,Gadsden,AL,33.997,-86.028
Dollar General,Gadsden,AL,34.009,-85.994
Dollar General,Gardendale,AL,33.759,-86.815
Dollar General,Gardendale,AL,33.653,-86.812
Dollar General,Gardendale,AL,33.69,-86.82
Dollar General,Gardendale,AL,33.642,-86.85
Dollar General,Geraldine,AL,34.363,-86.005
Dollar General,Geraldine,AL,34.34,-85.997
Dollar General,Gilbertown,AL,31.88,-88.322
Dollar General,Glencoe,AL,33.998,-85.936
Dollar General,Glencoe,AL,33.947,-85.927
Dollar General,Goodwater,AL,33.059,-86.054
Dollar General,Gordon,AL,31.141,-85.148
Dollar General,Gordo,AL,33.322,-87.909
Dollar General,Goshen,AL,31.809,-86.145
Dollar General,Graysville,AL,33.612,-86.964
Dollar General,Grand Bay,AL,30.452,-88.281
Dollar General,Grand Bay,AL,30.567,-88.343
Dollar General,Grand Bay,AL,30.478,-88.343
Dollar General,Grand Bay,AL,30.473,-88.309
Dollar General,Grand Bay,AL,30.507,-88.335
Dollar General,Grant,AL,34.513,-86.26
Dollar General,Grant,AL,34.487,-86.269
Dollar General,Greensboro,AL,32.7,-87.6
Dollar General,Greenville,AL,31.802,-86.52
Dollar General,Greenville,AL,31.849,-86.637
Dollar General,Greenville,AL,31.83,-86.615
Dollar General,Greenville,AL,31.802,-86.646
Dollar General,Grove Hill,AL,31.698,-87.777
Dollar General,Guin,AL,33.967,-87.91
Dollar General,Gurley,AL,34.695,-86.369
Dollar General,Gurley,AL,34.769,-86.429
Dollar General,Hackleburg,AL,34.277,-87.833
Dollar General,Hamilton,AL,34.157,-88.025
Dollar General,Hamilton,AL,34.128,-87.989
Dollar General,Hamilton,AL,34.141,-87.98
Dollar General,Haleyville,AL,34.264,-87.554
Dollar General,Haleyville,AL,34.236,-87.63
Dollar General,Haleyville,AL,34.239,-87.592
Dollar General,Guntersville,AL,34.348,-86.307
Dollar General,Guntersville,AL,34.301,-86.275
Dollar General,Guntersville,AL,34.321,-86.311
Dollar General,Guntersville,AL,34.363,-86.421
Dollar General,Guntersville,AL,34.422,-86.264
Dollar General,Guntersville,AL,34.364,-86.354
Dollar General,Gulf Shores,AL,30.239,-87.856
Dollar General,Gulf Shores,AL,30.307,-87.682
Dollar General,Gulf Shores,AL,30.25,-87.689
Dollar General,Gulf Shores,AL,30.253,-87.753
Dollar General,Hampton Cove,AL,34.665,-86.487
Dollar General,Hartford,AL,31.103,-85.693
Dollar General,Hartford,AL,31.097,-85.707
Dollar General,Hanceville,AL,34.066,-86.757
Dollar General,Hanceville,AL,33.948,-86.864
Dollar General,Hanceville,AL,34.052,-86.869
Dollar General,Hanceville,AL,34.077,-86.782
Dollar General,Harpersville,AL,33.35,-86.536
Dollar General,Harpersville,AL,33.342,-86.433
Dollar General,Hayneville,AL,32.184,-86.572
Dollar General,Hayneville,AL,32.27,-86.725
Dollar General,Harvest,AL,34.792,-86.786
Dollar General,Harvest,AL,34.774,-86.832
Dollar General,Harvest,AL,34.845,-86.711
Dollar General,Harvest,AL,34.828,-86.749
Dollar General,Harvest,AL,34.858,-86.749
Dollar General,Hartselle,AL,34.447,-86.835
Dollar General,Hartselle,AL,34.45,-86.908
Dollar General,Hartselle,AL,34.443,-86.946
Dollar General,Hartselle,AL,34.423,-86.928
Dollar General,Hartselle,AL,34.467,-87.055
Dollar General,Hayden,AL,33.92,-86.81
Dollar General,Hayden,AL,33.91,-86.728
Dollar General,Headland,AL,31.348,-85.343
Dollar General,Headland,AL,31.334,-85.334
Dollar General,Hazel Green,AL,34.947,-86.571
Dollar General,Heflin,AL,33.527,-85.639
Dollar General,Heflin,AL,33.627,-85.595
Dollar General,Heflin,AL,33.647,-85.587
Dollar General,Henagar,AL,34.634,-85.742
Dollar General,Helena,AL,33.277,-86.852
Dollar General,Hillsboro,AL,34.648,-87.168
Dollar General,Huntsville,AL,34.793,-86.617
Dollar General,Huntsville,AL,34.793,-86.571
Dollar General,Huntsville,AL,34.732,-86.584
Dollar General,Huntsville,AL,34.77,-86.484
Dollar General,Huntsville,AL,34.65,-86.744
Dollar General,Huntsville,AL,34.645,-86.541
Dollar General,Huntsville,AL,34.712,-86.659
Dollar General,Huntsville,AL,34.598,-86.561
Dollar General,Huntsville,AL,34.71,-86.611
Dollar General,Huntsville,AL,34.772,-86.597
Dollar General,Huntsville,AL,34.808,-86.514
Dollar General,Huntsville,AL,34.753,-86.581
Dollar General,Huntsville,AL,34.73,-86.607
Dollar General,Huntsville,AL,34.715,-86.576
Dollar General,Huntsville,AL,34.746,-86.576
Dollar General,Huntsville,AL,34.738,-86.628
Dollar General,Huntsville,AL,34.691,-86.61
Dollar General,Huntsville,AL,34.813,-86.713
Dollar General,Huntsville,AL,34.736,-86.647
Dollar General,Huntsville,AL,34.829,-86.57
Dollar General,Huntsville,AL,34.755,-86.638
Dollar General,Hueytown,AL,33.452,-86.984
Dollar General,Hueytown,AL,33.446,-86.997
Dollar General,Hueytown,AL,33.396,-87.036
Dollar General,Hokes Bluff,AL,33.986,-85.867
Dollar General,Hollywood,AL,34.751,-85.912
Dollar General,Horton,AL,34.168,-86.331
Dollar General,Holly Pond,AL,34.174,-86.612
Dollar General,Hurtsboro,AL,32.244,-85.419
Dollar General,Irvington,AL,30.499,-88.235
Dollar General,Irvington,AL,30.473,-88.234
Dollar General,Ider,AL,34.697,-85.669
Dollar General,Irondale,AL,33.532,-86.706
Dollar General,Jasper,AL,33.85,-87.265
Dollar General,Jasper,AL,33.877,-87.246
Dollar General,Jasper,AL,33.908,-87.304
Dollar General,Jasper,AL,33.941,-87.219
Dollar General,Jasper,AL,33.828,-87.282
Dollar General,Jasper,AL,33.87,-87.267
Dollar General,Jasper,AL,33.849,-87.282
Dollar General,Jasper,AL,33.855,-87.29
Dollar General,Jasper,AL,33.854,-87.182
Dollar General,Jacksonville,AL,33.81,-85.761
Dollar General,Jacksonville,AL,33.826,-85.772
Dollar General,Jacksonville,AL,33.831,-85.811
Dollar General,Jemison,AL,32.983,-86.68
Dollar General,Jemison,AL,32.959,-86.742
Dollar General,Jackson,AL,31.52,-87.896
Dollar General,Jackson,AL,31.556,-87.878
Dollar General,Jacksons Gap,AL,32.885,-85.864
Dollar General,Jack,AL,31.544,-85.919
Dollar General,Jones,AL,32.469,-86.883
Dollar General,Joppa,AL,34.312,-86.599
Dollar General,Killen,AL,34.861,-87.469
Dollar General,Killen,AL,34.858,-87.552
Dollar General,Killen,AL,34.977,-87.52
Dollar General,Killen,AL,34.928,-87.531
Dollar General,Kellyton,AL,32.867,-86.099
Dollar General,Kellyton,AL,32.973,-86.04
Dollar General,Kinston,AL,31.221,-86.173
Dollar General,Laceys Spring,AL,34.477,-86.573
Dollar General,Laceys Spring,AL,34.561,-86.582
Dollar General,Lapine,AL,31.966,-86.284
Dollar General,Lanett,AL,32.833,-85.23
Dollar General,Lafayette,AL,32.912,-85.401
Dollar General,Leeds,AL,33.561,-86.523
Dollar General,Leeds,AL,33.545,-86.556
Dollar General,Leesburg,AL,34.183,-85.762
Dollar General,Leesburg,AL,34.244,-85.767
Dollar General,Leighton,AL,34.698,-87.529
Dollar General,Letohatchee,AL,32.058,-86.429
Dollar General,Lexington,AL,34.972,-87.371
Dollar General,Leroy,AL,31.51,-87.955
Dollar General,Linden,AL,32.297,-87.796
Dollar General,Lineville,AL,33.312,-85.748
Dollar General,Lineville,AL,33.314,-85.615
Dollar General,Lillian,AL,30.414,-87.449
Dollar General,Lincoln,AL,33.586,-86.165
Dollar General,Lincoln,AL,33.633,-86.101
Dollar General,Lincoln,AL,33.604,-86.122
Dollar General,Lisman,AL,32.17,-88.296
Dollar General,Livingston,AL,32.584,-88.188
Dollar General,Livingston,AL,32.622,-88.198
Dollar General,Loxley,AL,30.617,-87.754
Dollar General,Locust Fork,AL,33.907,-86.617
Dollar General,Locust Fork,AL,33.906,-86.617
Dollar General,Lynn,AL,34.087,-87.589
Dollar General,Luverne,AL,31.702,-86.265
Dollar General,Luverne,AL,31.736,-86.288
Dollar General,Madison,AL,34.583,-86.738
Dollar General,Madison,AL,34.707,-86.74
Dollar General,Madison,AL,34.773,-86.779
Dollar General,Madison,AL,34.748,-86.789
Dollar General,Madison,AL,34.772,-86.732
Dollar General,Madison,AL,34.794,-86.75
Dollar General,Malvern,AL,31.14,-85.52
Dollar General,Magnolia Springs,AL,30.407,-87.772
Dollar General,Maplesville,AL,32.773,-86.875
Dollar General,Marion,AL,32.616,-87.317
Dollar General,Marion,AL,32.639,-87.295
Dollar General,Mccalla,AL,33.278,-87.09
Dollar General,Mccalla,AL,33.226,-87.123
Dollar General,Mccalla,AL,33.31,-87.024
Dollar General,Mccalla,AL,33.279,-87.153
Dollar General,Meridianville,AL,34.87,-86.569
Dollar General,Midway,AL,32.079,-85.522
Dollar General,Millport,AL,33.56,-88.08
Dollar General,Mckenzie,AL,31.535,-86.718
Dollar General,Midland City,AL,31.31,-85.497
Dollar General,Midland City,AL,31.314,-85.468
Dollar General,Midland City,AL,31.251,-85.482
Dollar General,Millbrook,AL,32.465,-86.36
Dollar General,Millbrook,AL,32.502,-86.37
Dollar General,Millbrook,AL,32.519,-86.371
Dollar General,Millry,AL,31.633,-88.313
Dollar General,Mcintosh,AL,31.265,-88.032
Dollar General,Mobile,AL,30.707,-88.277
Dollar General,Mobile,AL,30.755,-88.212
Dollar General,Mobile,AL,30.693,-88.067
Dollar General,Mobile,AL,30.706,-88.15
Dollar General,Mobile,AL,30.707,-88.226
Dollar General,Mobile,AL,30.671,-88.282
Dollar General,Mobile,AL,30.633,-88.26
Dollar General,Mobile,AL,30.659,-88.224
Dollar General,Mobile,AL,30.727,-88.083
Dollar General,Mobile,AL,30.619,-88.075
Dollar General,Mobile,AL,30.649,-88.112
